,02_95stain1-120716_S2_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000149554.12,4139
ENSG00000149557.12,4140
ENSG00000149600.11,4141
ENSG00000149636.15,4142
ENSG00000149743.13,4143
ENSG00000149761.8,4144
ENSG00000149781.12,4145
ENSG00000149792.8,4146
ENSG00000149806.10,4147
ENSG00000149809.14,4148
ENSG00000149923.13,4149
ENSG00000149925.16,4150
ENSG00000149926.13,4151
ENSG00000149929.15,4152
ENSG00000149932.16,4153
ENSG00000150093.18,4154
ENSG00000150316.11,4155
ENSG00000150401.14,4156
ENSG00000150403.17,4157
ENSG00000150433.9,4158
ENSG00000150456.10,4159
ENSG00000150459.12,4160
ENSG00000150477.14,4161
ENSG00000150527.16,4162
ENSG00000150540.13,4163
ENSG00000150593.15,4164
ENSG00000150753.11,4165
ENSG00000150756.13,4166
ENSG00000150776.17,4167
ENSG00000150779.11,4168
ENSG00000150787.7,4169
ENSG00000150867.13,4170
ENSG00000150961.14,4171
ENSG00000150977.10,4172
ENSG00000150990.7,4173
ENSG00000150991.14,4174
ENSG00000150995.17,4175
ENSG00000151012.13,4176
ENSG00000151092.16,4177
ENSG00000151093.7,4178
ENSG00000151116.16,4179
ENSG00000151131.9,4180
ENSG00000151135.9,4181
ENSG00000151151.5,4182
ENSG00000151176.7,4183
ENSG00000151239.13,4184
ENSG00000151247.12,4185
ENSG00000151276.23,4186
ENSG00000151287.16,4187
ENSG00000151292.17,4188
ENSG00000151304.5,4189
ENSG00000151327.12,4190
ENSG00000151332.18,4191
ENSG00000151338.18,4192
ENSG00000151348.13,4193
ENSG00000151353.14,4194
ENSG00000151366.12,4195
ENSG00000151413.16,4196
ENSG00000151414.14,4197
ENSG00000151422.12,4198
ENSG00000151458.11,4199
ENSG00000151461.19,4200
ENSG00000151465.13,4201
ENSG00000151466.11,4202
ENSG00000151470.12,4203
ENSG00000151498.11,4204
ENSG00000151500.14,4205
ENSG00000151502.10,4206
ENSG00000151503.12,4207
ENSG00000151552.11,4208
ENSG00000151576.10,4209
ENSG00000151632.16,4210
ENSG00000151657.11,4211
ENSG00000151665.12,4212
ENSG00000151725.11,4213
ENSG00000151726.13,4214
ENSG00000151729.10,4215
ENSG00000151779.12,4216
ENSG00000151806.13,4217
ENSG00000151849.14,4218
ENSG00000151876.12,4219
ENSG00000151881.14,4220
ENSG00000151893.14,4221
ENSG00000151914.17,4222
ENSG00000151923.17,4223
ENSG00000151929.9,4224
ENSG00000152078.9,4225
ENSG00000152082.13,4226
ENSG00000152102.17,4227
ENSG00000152117.17,4228
ENSG00000152133.14,4229
ENSG00000152147.10,4230
ENSG00000152213.3,4231
ENSG00000152217.16,4232
ENSG00000152219.4,4233
ENSG00000152234.15,4234
ENSG00000152240.12,4235
ENSG00000152253.8,4236
ENSG00000152256.13,4237
ENSG00000152291.13,4238
ENSG00000152348.15,4239
ENSG00000152359.14,4240
ENSG00000152382.5,4241
ENSG00000152404.15,4242
ENSG00000152422.15,4243
ENSG00000152457.17,4244
ENSG00000152464.14,4245
ENSG00000152492.13,4246
ENSG00000152518.6,4247
ENSG00000152527.13,4248
ENSG00000152556.15,4249
ENSG00000152558.14,4250
ENSG00000152582.12,4251
ENSG00000152601.17,4252
ENSG00000152620.12,4253
ENSG00000152642.10,4254
ENSG00000152683.14,4255
ENSG00000152684.10,4256
ENSG00000152700.13,4257
ENSG00000152749.7,4258
ENSG00000152763.16,4259
ENSG00000152782.16,4260
ENSG00000152795.17,4261
ENSG00000152804.10,4262
ENSG00000152904.11,4263
ENSG00000152926.14,4264
ENSG00000152942.18,4265
ENSG00000152944.8,4266
ENSG00000153006.14,4267
ENSG00000153015.15,4268
ENSG00000153029.14,4269
ENSG00000153037.12,4270
ENSG00000153044.9,4271
ENSG00000153046.17,4272
ENSG00000153048.10,4273
ENSG00000153066.12,4274
ENSG00000153071.14,4275
ENSG00000153113.23,4276
ENSG00000153130.17,4277
ENSG00000153132.12,4278
ENSG00000153140.8,4279
ENSG00000153147.5,4280
ENSG00000153157.12,4281
ENSG00000153187.16,4282
ENSG00000153201.15,4283
ENSG00000153207.14,4284
ENSG00000153214.9,4285
ENSG00000153233.12,4286
ENSG00000153234.13,4287
ENSG00000153250.17,4288
ENSG00000153283.12,4289
ENSG00000153310.18,4290
ENSG00000153317.14,4291
ENSG00000153339.13,4292
ENSG00000153363.12,4293
ENSG00000153391.15,4294
ENSG00000153406.13,4295
ENSG00000153443.12,4296
ENSG00000153487.12,4297
ENSG00000153560.11,4298
ENSG00000153561.12,4299
ENSG00000153684.14,4300
ENSG00000153721.17,4301
ENSG00000153767.9,4302
ENSG00000153774.8,4303
ENSG00000153815.16,4304
ENSG00000153827.13,4305
ENSG00000153879.8,4306
ENSG00000153914.15,4307
ENSG00000153922.10,4308
ENSG00000153933.9,4309
ENSG00000153936.16,4310
ENSG00000153944.10,4311
ENSG00000153976.2,4312
ENSG00000154001.13,4313
ENSG00000154059.9,4314
ENSG00000154079.5,4315
ENSG00000154122.12,4316
ENSG00000154124.4,4317
ENSG00000154144.12,4318
ENSG00000154146.12,4319
ENSG00000154174.7,4320
ENSG00000154229.11,4321
ENSG00000154305.16,4322
ENSG00000154328.15,4323
ENSG00000154358.19,4324
ENSG00000154370.13,4325
ENSG00000154473.17,4326
ENSG00000154479.12,4327
ENSG00000154518.9,4328
ENSG00000154582.16,4329
ENSG00000154589.6,4330
ENSG00000154640.14,4331
ENSG00000154654.14,4332
ENSG00000154710.15,4333
ENSG00000154719.13,4334
ENSG00000154723.12,4335
ENSG00000154727.10,4336
ENSG00000154743.17,4337
ENSG00000154767.14,4338
ENSG00000154781.15,4339
ENSG00000154813.9,4340
ENSG00000154814.13,4341
ENSG00000154832.14,4342
ENSG00000154889.16,4343
ENSG00000154917.10,4344
ENSG00000154920.14,4345
ENSG00000154978.12,4346
ENSG00000155008.13,4347
ENSG00000155090.14,4348
ENSG00000155096.13,4349
ENSG00000155097.11,4350
ENSG00000155099.7,4351
ENSG00000155100.10,4352
ENSG00000155111.14,4353
ENSG00000155115.6,4354
ENSG00000155189.11,4355
ENSG00000155254.12,4356
ENSG00000155304.5,4357
ENSG00000155307.17,4358
ENSG00000155313.15,4359
ENSG00000155329.11,4360
ENSG00000155330.9,4361
ENSG00000155363.18,4362
ENSG00000155366.16,4363
ENSG00000155368.16,4364
ENSG00000155380.11,4365
ENSG00000155438.11,4366
ENSG00000155463.12,4367
ENSG00000155495.8,4368
ENSG00000155506.16,4369
ENSG00000155508.13,4370
ENSG00000155511.17,4371
ENSG00000155545.19,4372
ENSG00000155561.14,4373
ENSG00000155592.15,4374
ENSG00000155621.14,4375
ENSG00000155660.10,4376
ENSG00000155749.12,4377
ENSG00000155755.18,4378
ENSG00000155827.11,4379
ENSG00000155849.15,4380
ENSG00000155858.5,4381
ENSG00000155868.7,4382
ENSG00000155876.5,4383
ENSG00000155957.16,4384
ENSG00000155959.10,4385
ENSG00000155962.12,4386
ENSG00000155975.9,4387
ENSG00000156017.12,4388
ENSG00000156030.12,4389
ENSG00000156110.13,4390
ENSG00000156136.9,4391
ENSG00000156162.16,4392
ENSG00000156170.12,4393
ENSG00000156171.14,4394
ENSG00000156206.13,4395
ENSG00000156253.6,4396
ENSG00000156256.14,4397
ENSG00000156261.12,4398
ENSG00000156269.4,4399
ENSG00000156273.15,4400
ENSG00000156304.14,4401
ENSG00000156374.14,4402
ENSG00000156384.14,4403
ENSG00000156398.12,4404
ENSG00000156411.9,4405
ENSG00000156467.9,4406
ENSG00000156469.8,4407
ENSG00000156471.12,4408
ENSG00000156482.10,4409
ENSG00000156502.13,4410
ENSG00000156504.16,4411
ENSG00000156508.17,4412
ENSG00000156515.21,4413
ENSG00000156531.16,4414
ENSG00000156587.15,4415
ENSG00000156603.14,4416
ENSG00000156642.16,4417
ENSG00000156675.15,4418
ENSG00000156697.12,4419
ENSG00000156709.13,4420
ENSG00000156735.10,4421
ENSG00000156787.16,4422
ENSG00000156795.6,4423
ENSG00000156802.12,4424
ENSG00000156804.7,4425
ENSG00000156831.7,4426
ENSG00000156858.11,4427
ENSG00000156873.15,4428
ENSG00000156875.13,4429
ENSG00000156928.4,4430
ENSG00000156958.14,4431
ENSG00000156970.12,4432
ENSG00000156973.13,4433
ENSG00000156976.14,4434
ENSG00000156990.14,4435
ENSG00000157014.10,4436
ENSG00000157020.17,4437
ENSG00000157045.8,4438
ENSG00000157106.16,4439
ENSG00000157107.13,4440
ENSG00000157181.14,4441
ENSG00000157191.19,4442
ENSG00000157216.15,4443
ENSG00000157259.6,4444
ENSG00000157303.10,4445
ENSG00000157330.9,4446
ENSG00000157349.15,4447
ENSG00000157350.12,4448
ENSG00000157379.13,4449
ENSG00000157426.13,4450
ENSG00000157456.7,4451
ENSG00000157514.16,4452
ENSG00000157538.13,4453
ENSG00000157540.19,4454
ENSG00000157557.11,4455
ENSG00000157578.13,4456
ENSG00000157593.16,4457
ENSG00000157600.11,4458
ENSG00000157613.10,4459
ENSG00000157617.16,4460
ENSG00000157625.15,4461
ENSG00000157693.14,4462
ENSG00000157703.15,4463
ENSG00000157778.8,4464
ENSG00000157796.17,4465
ENSG00000157800.17,4466
ENSG00000157833.12,4467
ENSG00000157837.15,4468
ENSG00000157869.14,4469
ENSG00000157895.11,4470
ENSG00000157916.18,4471
ENSG00000157954.14,4472
ENSG00000158019.20,4473
ENSG00000158042.8,4474
ENSG00000158079.14,4475
ENSG00000158122.11,4476
ENSG00000158169.11,4477
ENSG00000158195.10,4478
ENSG00000158201.9,4479
ENSG00000158234.12,4480
ENSG00000158286.12,4481
ENSG00000158290.16,4482
ENSG00000158373.8,4483
ENSG00000158402.18,4484
ENSG00000158411.10,4485
ENSG00000158417.10,4486
ENSG00000158423.16,4487
ENSG00000158435.7,4488
ENSG00000158517.13,4489
ENSG00000158526.7,4490
ENSG00000158545.15,4491
ENSG00000158552.12,4492
ENSG00000158578.18,4493
ENSG00000158604.14,4494
ENSG00000158615.8,4495
ENSG00000158639.11,4496
ENSG00000158669.11,4497
ENSG00000158710.14,4498
ENSG00000158711.13,4499
ENSG00000158716.8,4500
ENSG00000158717.10,4501
ENSG00000158769.17,4502
ENSG00000158793.13,4503
ENSG00000158864.12,4504
ENSG00000158869.10,4505
ENSG00000158887.15,4506
ENSG00000158985.13,4507
ENSG00000159023.18,4508
ENSG00000159055.3,4509
ENSG00000159063.12,4510
ENSG00000159069.13,4511
ENSG00000159079.18,4512
ENSG00000159082.17,4513
ENSG00000159086.14,4514
ENSG00000159110.19,4515
ENSG00000159111.12,4516
ENSG00000159131.16,4517
ENSG00000159140.17,4518
ENSG00000159147.17,4519
ENSG00000159176.13,4520
ENSG00000159199.13,4521
ENSG00000159200.17,4522
ENSG00000159202.17,4523
ENSG00000159210.9,4524
ENSG00000159216.18,4525
ENSG00000159217.9,4526
ENSG00000159228.12,4527
ENSG00000159256.12,4528
ENSG00000159259.7,4529
ENSG00000159263.15,4530
ENSG00000159335.15,4531
ENSG00000159346.12,4532
ENSG00000159348.12,4533
ENSG00000159352.15,4534
ENSG00000159377.10,4535
ENSG00000159399.9,4536
ENSG00000159445.12,4537
ENSG00000159459.11,4538
ENSG00000159461.14,4539
ENSG00000159479.16,4540
ENSG00000159556.9,4541
ENSG00000159592.10,4542
ENSG00000159593.14,4543
ENSG00000159596.6,4544
ENSG00000159685.10,4545
ENSG00000159692.15,4546
ENSG00000159712.10,4547
ENSG00000159720.11,4548
ENSG00000159840.15,4549
ENSG00000159921.14,4550
ENSG00000160014.16,4551
ENSG00000160049.11,4552
ENSG00000160050.14,4553
ENSG00000160055.19,4554
ENSG00000160075.11,4555
ENSG00000160087.20,4556
ENSG00000160113.5,4557
ENSG00000160124.9,4558
ENSG00000160131.13,4559
ENSG00000160180.15,4560
ENSG00000160193.11,4561
ENSG00000160194.17,4562
ENSG00000160199.14,4563
ENSG00000160208.12,4564
ENSG00000160209.18,4565
ENSG00000160211.15,4566
ENSG00000160213.5,4567
ENSG00000160218.12,4568
ENSG00000160219.11,4569
ENSG00000160221.16,4570
ENSG00000160226.15,4571
ENSG00000160256.12,4572
ENSG00000160271.14,4573
ENSG00000160284.14,4574
ENSG00000160298.17,4575
ENSG00000160299.16,4576
ENSG00000160310.16,4577
ENSG00000160321.14,4578
ENSG00000160345.12,4579
ENSG00000160352.15,4580
ENSG00000160392.13,4581
ENSG00000160404.17,4582
ENSG00000160408.14,4583
ENSG00000160410.14,4584
ENSG00000160445.10,4585
ENSG00000160446.18,4586
ENSG00000160447.6,4587
ENSG00000160563.13,4588
ENSG00000160633.12,4589
ENSG00000160654.9,4590
ENSG00000160678.11,4591
ENSG00000160679.12,4592
ENSG00000160685.13,4593
ENSG00000160688.18,4594
ENSG00000160691.18,4595
ENSG00000160695.14,4596
ENSG00000160710.15,4597
ENSG00000160714.9,4598
ENSG00000160746.12,4599
ENSG00000160752.14,4600
ENSG00000160753.15,4601
ENSG00000160766.14,4602
ENSG00000160783.19,4603
ENSG00000160789.19,4604
ENSG00000160796.16,4605
ENSG00000160799.11,4606
ENSG00000160813.6,4607
ENSG00000160877.5,4608
ENSG00000160888.6,4609
ENSG00000160908.14,4610
ENSG00000160917.14,4611
ENSG00000160932.10,4612
ENSG00000160948.13,4613
ENSG00000160951.3,4614
ENSG00000160953.14,4615
ENSG00000160957.12,4616
ENSG00000160959.7,4617
ENSG00000160972.9,4618
ENSG00000160993.3,4619
ENSG00000161011.19,4620
ENSG00000161013.16,4621
ENSG00000161016.15,4622
ENSG00000161021.11,4623
ENSG00000161036.10,4624
ENSG00000161040.16,4625
ENSG00000161057.10,4626
ENSG00000161149.11,4627
ENSG00000161179.13,4628
ENSG00000161180.10,4629
ENSG00000161203.13,4630
ENSG00000161204.11,4631
ENSG00000161217.11,4632
ENSG00000161513.11,4633
ENSG00000161526.14,4634
ENSG00000161533.11,4635
ENSG00000161542.16,4636
ENSG00000161547.14,4637
ENSG00000161558.10,4638
ENSG00000161618.9,4639
ENSG00000161638.10,4640
ENSG00000161642.17,4641
ENSG00000161671.16,4642
ENSG00000161681.15,4643
ENSG00000161791.13,4644
ENSG00000161800.12,4645
ENSG00000161813.20,4646
ENSG00000161860.7,4647
ENSG00000161888.11,4648
ENSG00000161920.9,4649
ENSG00000161956.12,4650
ENSG00000161970.12,4651
ENSG00000161980.5,4652
ENSG00000161981.10,4653
ENSG00000161999.11,4654
ENSG00000162032.15,4655
ENSG00000162039.14,4656
ENSG00000162062.14,4657
ENSG00000162073.13,4658
ENSG00000162076.12,4659
ENSG00000162104.9,4660
ENSG00000162139.9,4661
ENSG00000162174.12,4662
ENSG00000162191.13,4663
ENSG00000162227.7,4664
ENSG00000162231.13,4665
ENSG00000162236.11,4666
ENSG00000162244.10,4667
ENSG00000162298.16,4668
ENSG00000162300.11,4669
ENSG00000162337.11,4670
ENSG00000162368.13,4671
ENSG00000162377.5,4672
ENSG00000162384.13,4673
ENSG00000162385.10,4674
ENSG00000162396.5,4675
ENSG00000162402.12,4676
ENSG00000162408.10,4677
ENSG00000162413.16,4678
ENSG00000162419.12,4679
ENSG00000162434.11,4680
ENSG00000162437.14,4681
ENSG00000162441.11,4682
ENSG00000162496.8,4683
ENSG00000162511.7,4684
ENSG00000162517.12,4685
ENSG00000162521.18,4686
ENSG00000162522.10,4687
ENSG00000162585.16,4688
ENSG00000162601.9,4689
ENSG00000162604.12,4690
ENSG00000162607.12,4691
ENSG00000162613.16,4692
ENSG00000162623.15,4693
ENSG00000162642.13,4694
ENSG00000162645.12,4695
ENSG00000162650.15,4696
ENSG00000162664.16,4697
ENSG00000162676.11,4698
ENSG00000162695.11,4699
ENSG00000162704.15,4700
ENSG00000162733.16,4701
ENSG00000162735.18,4702
ENSG00000162736.15,4703
ENSG00000162746.14,4704
ENSG00000162769.12,4705
ENSG00000162772.16,4706
ENSG00000162804.13,4707
ENSG00000162813.17,4708
ENSG00000162819.11,4709
ENSG00000162851.7,4710
ENSG00000162852.13,4711
ENSG00000162889.10,4712
ENSG00000162894.11,4713
ENSG00000162909.17,4714
ENSG00000162910.18,4715
ENSG00000162923.14,4716
ENSG00000162928.8,4717
ENSG00000162929.13,4718
ENSG00000162959.13,4719
ENSG00000162961.13,4720
ENSG00000162976.12,4721
ENSG00000162980.16,4722
ENSG00000162989.4,4723
ENSG00000162994.15,4724
ENSG00000163001.11,4725
ENSG00000163002.12,4726
ENSG00000163006.11,4727
ENSG00000163013.11,4728
ENSG00000163029.15,4729
ENSG00000163040.14,4730
ENSG00000163041.9,4731
ENSG00000163050.16,4732
ENSG00000163072.14,4733
ENSG00000163104.17,4734
ENSG00000163110.14,4735
ENSG00000163125.15,4736
ENSG00000163131.10,4737
ENSG00000163132.6,4738
ENSG00000163156.11,4739
ENSG00000163159.11,4740
ENSG00000163161.12,4741
ENSG00000163162.8,4742
ENSG00000163166.13,4743
ENSG00000163170.11,4744
ENSG00000163191.5,4745
ENSG00000163214.20,4746
ENSG00000163216.6,4747
ENSG00000163219.11,4748
ENSG00000163257.10,4749
ENSG00000163281.11,4750
ENSG00000163285.7,4751
ENSG00000163291.14,4752
ENSG00000163297.16,4753
ENSG00000163312.10,4754
ENSG00000163319.10,4755
ENSG00000163320.10,4756
ENSG00000163322.13,4757
ENSG00000163344.5,4758
ENSG00000163348.3,4759
ENSG00000163349.21,4760
ENSG00000163359.15,4761
ENSG00000163374.19,4762
ENSG00000163382.11,4763
ENSG00000163399.15,4764
ENSG00000163466.15,4765
ENSG00000163468.14,4766
ENSG00000163472.18,4767
ENSG00000163479.13,4768
ENSG00000163497.2,4769
ENSG00000163507.13,4770
ENSG00000163510.13,4771
ENSG00000163512.13,4772
ENSG00000163513.17,4773
ENSG00000163516.13,4774
ENSG00000163517.14,4775
ENSG00000163527.9,4776
ENSG00000163535.17,4777
ENSG00000163536.12,4778
ENSG00000163539.15,4779
ENSG00000163541.11,4780
ENSG00000163554.11,4781
ENSG00000163558.12,4782
ENSG00000163565.18,4783
ENSG00000163568.13,4784
ENSG00000163576.17,4785
ENSG00000163577.7,4786
ENSG00000163584.17,4787
ENSG00000163597.14,4788
ENSG00000163605.14,4789
ENSG00000163624.5,4790
ENSG00000163626.16,4791
ENSG00000163633.10,4792
ENSG00000163634.11,4793
ENSG00000163636.10,4794
ENSG00000163655.15,4795
ENSG00000163659.12,4796
ENSG00000163660.11,4797
ENSG00000163682.15,4798
ENSG00000163683.11,4799
ENSG00000163684.11,4800
ENSG00000163689.18,4801
ENSG00000163694.14,4802
ENSG00000163702.18,4803
ENSG00000163703.17,4804
ENSG00000163714.17,4805
ENSG00000163719.18,4806
ENSG00000163728.10,4807
ENSG00000163734.4,4808
ENSG00000163743.13,4809
ENSG00000163754.17,4810
ENSG00000163755.8,4811
ENSG00000163781.12,4812
ENSG00000163788.13,4813
ENSG00000163807.5,4814
ENSG00000163808.16,4815
ENSG00000163811.11,4816
ENSG00000163812.13,4817
ENSG00000163814.7,4818
ENSG00000163818.16,4819
ENSG00000163832.15,4820
ENSG00000163848.18,4821
ENSG00000163866.8,4822
ENSG00000163872.15,4823
ENSG00000163874.8,4824
ENSG00000163875.15,4825
ENSG00000163882.9,4826
ENSG00000163900.10,4827
ENSG00000163902.11,4828
ENSG00000163913.11,4829
ENSG00000163918.10,4830
ENSG00000163923.9,4831
ENSG00000163931.15,4832
ENSG00000163933.9,4833
ENSG00000163938.16,4834
ENSG00000163939.18,4835
ENSG00000163946.13,4836
ENSG00000163950.12,4837
ENSG00000163956.10,4838
ENSG00000163958.13,4839
ENSG00000163960.11,4840
ENSG00000163975.11,4841
ENSG00000163993.6,4842
ENSG00000164008.13,4843
ENSG00000164011.17,4844
ENSG00000164022.16,4845
ENSG00000164023.14,4846
ENSG00000164024.11,4847
ENSG00000164031.16,4848
ENSG00000164032.11,4849
ENSG00000164045.11,4850
ENSG00000164053.17,4851
ENSG00000164054.15,4852
ENSG00000164056.10,4853
ENSG00000164062.12,4854
ENSG00000164070.11,4855
ENSG00000164074.14,4856
ENSG00000164077.13,4857
ENSG00000164081.12,4858
ENSG00000164087.7,4859
ENSG00000164091.11,4860
ENSG00000164096.12,4861
ENSG00000164104.11,4862
ENSG00000164105.3,4863
ENSG00000164107.8,4864
ENSG00000164109.13,4865
ENSG00000164111.14,4866
ENSG00000164117.12,4867
ENSG00000164118.12,4868
ENSG00000164124.10,4869
ENSG00000164134.12,4870
ENSG00000164144.14,4871
ENSG00000164151.11,4872
ENSG00000164162.12,4873
ENSG00000164163.10,4874
ENSG00000164164.15,4875
ENSG00000164167.9,4876
ENSG00000164169.12,4877
ENSG00000164172.18,4878
ENSG00000164180.13,4879
ENSG00000164182.10,4880
ENSG00000164190.16,4881
ENSG00000164211.12,4882
ENSG00000164219.9,4883
ENSG00000164221.12,4884
ENSG00000164237.8,4885
ENSG00000164241.13,4886
ENSG00000164244.20,4887
ENSG00000164252.12,4888
ENSG00000164253.12,4889
ENSG00000164258.11,4890
ENSG00000164266.10,4891
ENSG00000164292.12,4892
ENSG00000164294.13,4893
ENSG00000164306.10,4894
ENSG00000164307.12,4895
ENSG00000164309.14,4896
ENSG00000164323.12,4897
ENSG00000164329.13,4898
ENSG00000164332.7,4899
ENSG00000164346.9,4900
ENSG00000164347.17,4901
ENSG00000164366.3,4902
ENSG00000164402.13,4903
ENSG00000164405.10,4904
ENSG00000164414.16,4905
ENSG00000164466.12,4906
ENSG00000164494.11,4907
ENSG00000164506.14,4908
ENSG00000164508.4,4909
ENSG00000164512.17,4910
ENSG00000164543.5,4911
ENSG00000164548.10,4912
ENSG00000164574.15,4913
ENSG00000164576.11,4914
ENSG00000164587.11,4915
ENSG00000164597.13,4916
ENSG00000164604.12,4917
ENSG00000164609.9,4918
ENSG00000164610.8,4919
ENSG00000164611.12,4920
ENSG00000164615.4,4921
ENSG00000164626.8,4922
ENSG00000164659.14,4923
ENSG00000164675.10,4924
ENSG00000164683.16,4925
ENSG00000164687.10,4926
ENSG00000164695.4,4927
ENSG00000164713.9,4928
ENSG00000164733.20,4929
ENSG00000164751.14,4930
ENSG00000164754.12,4931
ENSG00000164758.7,4932
ENSG00000164815.10,4933
ENSG00000164818.15,4934
ENSG00000164823.9,4935
ENSG00000164828.17,4936
ENSG00000164830.17,4937
ENSG00000164867.10,4938
ENSG00000164885.12,4939
ENSG00000164889.12,4940
ENSG00000164896.19,4941
ENSG00000164897.12,4942
ENSG00000164898.12,4943
ENSG00000164902.13,4944
ENSG00000164916.10,4945
ENSG00000164919.10,4946
ENSG00000164920.9,4947
ENSG00000164924.17,4948
ENSG00000164933.11,4949
ENSG00000164934.13,4950
ENSG00000164941.13,4951
ENSG00000164953.15,4952
ENSG00000164961.15,4953
ENSG00000164967.9,4954
ENSG00000164970.14,4955
ENSG00000164975.15,4956
ENSG00000164978.17,4957
ENSG00000164985.14,4958
ENSG00000165030.3,4959
ENSG00000165055.15,4960
ENSG00000165060.11,4961
ENSG00000165092.12,4962
ENSG00000165102.14,4963
ENSG00000165118.14,4964
ENSG00000165119.18,4965
ENSG00000165152.8,4966
ENSG00000165156.14,4967
ENSG00000165169.10,4968
ENSG00000165175.15,4969
ENSG00000165209.18,4970
ENSG00000165219.21,4971
ENSG00000165233.17,4972
ENSG00000165244.6,4973
ENSG00000165264.10,4974
ENSG00000165269.12,4975
ENSG00000165272.14,4976
ENSG00000165275.9,4977
ENSG00000165280.15,4978
ENSG00000165283.15,4979
ENSG00000165304.7,4980
ENSG00000165322.17,4981
ENSG00000165325.13,4982
ENSG00000165389.6,4983
ENSG00000165392.9,4984
ENSG00000165410.14,4985
ENSG00000165416.14,4986
ENSG00000165417.11,4987
ENSG00000165449.11,4988
ENSG00000165475.13,4989
ENSG00000165476.12,4990
ENSG00000165480.15,4991
ENSG00000165487.13,4992
ENSG00000165490.12,4993
ENSG00000165494.10,4994
ENSG00000165501.16,4995
ENSG00000165502.6,4996
ENSG00000165506.14,4997
ENSG00000165512.4,4998
ENSG00000165516.10,4999
ENSG00000165525.17,5000
ENSG00000165526.8,5001
ENSG00000165527.6,5002
ENSG00000165555.9,5003
ENSG00000165584.15,5004
ENSG00000165609.12,5005
ENSG00000165629.19,5006
ENSG00000165630.13,5007
ENSG00000165637.13,5008
ENSG00000165644.10,5009
ENSG00000165650.11,5010
ENSG00000165669.13,5011
ENSG00000165671.18,5012
ENSG00000165672.6,5013
ENSG00000165675.16,5014
ENSG00000165678.19,5015
ENSG00000165688.11,5016
ENSG00000165698.15,5017
ENSG00000165699.13,5018
ENSG00000165704.14,5019
ENSG00000165732.12,5020
ENSG00000165733.7,5021
ENSG00000165775.17,5022
ENSG00000165792.17,5023
ENSG00000165795.20,5024
ENSG00000165806.19,5025
ENSG00000165810.16,5026
ENSG00000165819.11,5027
ENSG00000165832.5,5028
ENSG00000165861.13,5029
ENSG00000165891.15,5030
ENSG00000165898.13,5031
ENSG00000165912.15,5032
ENSG00000165915.13,5033
ENSG00000165916.8,5034
ENSG00000165934.12,5035
ENSG00000165948.10,5036
ENSG00000165949.12,5037
ENSG00000165970.11,5038
ENSG00000165983.14,5039
ENSG00000165997.4,5040
ENSG00000166002.6,5041
ENSG00000166004.14,5042
ENSG00000166012.14,5043
ENSG00000166037.10,5044
ENSG00000166123.13,5045
ENSG00000166128.12,5046
ENSG00000166130.14,5047
ENSG00000166136.15,5048
ENSG00000166140.17,5049
ENSG00000166145.14,5050
ENSG00000166153.16,5051
ENSG00000166164.15,5052
ENSG00000166165.12,5053
ENSG00000166169.16,5054
ENSG00000166171.12,5055
ENSG00000166181.12,5056
ENSG00000166192.14,5057
ENSG00000166197.16,5058
ENSG00000166199.12,5059
ENSG00000166200.14,5060
ENSG00000166206.13,5061
ENSG00000166224.16,5062
ENSG00000166225.8,5063
ENSG00000166226.12,5064
ENSG00000166228.8,5065
ENSG00000166260.10,5066
ENSG00000166266.13,5067
ENSG00000166272.16,5068
ENSG00000166275.15,5069
ENSG00000166289.5,5070
ENSG00000166295.8,5071
ENSG00000166321.13,5072
ENSG00000166326.6,5073
ENSG00000166333.13,5074
ENSG00000166337.9,5075
ENSG00000166340.14,5076
ENSG00000166347.18,5077
ENSG00000166349.9,5078
ENSG00000166352.15,5079
ENSG00000166394.14,5080
ENSG00000166441.12,5081
ENSG00000166451.13,5082
ENSG00000166452.11,5083
ENSG00000166454.9,5084
ENSG00000166471.10,5085
ENSG00000166477.12,5086
ENSG00000166479.9,5087
ENSG00000166483.10,5088
ENSG00000166501.12,5089
ENSG00000166503.8,5090
ENSG00000166508.17,5091
ENSG00000166526.16,5092
ENSG00000166548.15,5093
ENSG00000166557.12,5094
ENSG00000166562.8,5095
ENSG00000166575.16,5096
ENSG00000166582.9,5097
ENSG00000166595.11,5098
ENSG00000166598.12,5099
ENSG00000166710.17,5100
ENSG00000166734.18,5101
ENSG00000166741.7,5102
ENSG00000166747.12,5103
ENSG00000166783.19,5104
ENSG00000166788.9,5105
ENSG00000166793.10,5106
ENSG00000166797.10,5107
ENSG00000166801.15,5108
ENSG00000166803.10,5109
ENSG00000166822.12,5110
ENSG00000166825.13,5111
ENSG00000166845.13,5112
ENSG00000166847.9,5113
ENSG00000166848.5,5114
ENSG00000166851.14,5115
ENSG00000166855.9,5116
ENSG00000166881.9,5117
ENSG00000166887.15,5118
ENSG00000166888.10,5119
ENSG00000166889.13,5120
ENSG00000166896.7,5121
ENSG00000166900.14,5122
ENSG00000166902.4,5123
ENSG00000166913.12,5124
ENSG00000166923.10,5125
ENSG00000166925.8,5126
ENSG00000166938.12,5127
ENSG00000166946.13,5128
ENSG00000166963.12,5129
ENSG00000166965.12,5130
ENSG00000166971.16,5131
ENSG00000166974.12,5132
ENSG00000166986.12,5133
ENSG00000166987.14,5134
