Base position	No. reads	Exon
108331015	0	NaN
108331016	0	NaN
108331017	0	NaN
108331018	0	NaN
108331019	0	NaN
108331020	0	NaN
108331021	0	NaN
108331022	0	NaN
108331023	0	NaN
108331024	0	NaN
108331025	0	NaN
108331026	0	NaN
108331027	0	NaN
108331028	0	NaN
108331029	0	NaN
108331030	0	NaN
108331031	0	NaN
108331032	0	NaN
108331033	0	NaN
108331034	0	NaN
108331035	0	NaN
108331036	0	NaN
108331037	0	NaN
108331038	0	NaN
108331039	0	NaN
108331040	0	NaN
108331041	0	NaN
108331042	0	NaN
108331043	0	NaN
108331044	0	NaN
108331045	0	NaN
108331046	0	NaN
108331047	0	NaN
108331048	0	NaN
108331049	0	NaN
108331050	0	NaN
108331051	0	NaN
108331052	0	NaN
108331053	0	NaN
108331054	0	NaN
108331055	0	NaN
108331056	0	NaN
108331057	0	NaN
108331058	0	NaN
108331059	0	NaN
108331060	0	NaN
108331061	0	NaN
108331062	0	NaN
108331063	0	NaN
108331064	0	NaN
108331065	0	NaN
108331066	0	NaN
108331067	0	NaN
108331068	0	NaN
108331069	0	NaN
108331070	0	NaN
108331071	0	NaN
108331072	0	NaN
108331073	0	NaN
108331074	0	NaN
108331075	0	NaN
108331076	0	NaN
108331077	0	NaN
108331078	0	NaN
108331079	0	NaN
108331080	0	NaN
108331081	0	NaN
108331082	0	NaN
108331083	0	NaN
108331084	0	NaN
108331085	0	NaN
108331086	0	NaN
108331087	0	NaN
108331088	0	NaN
108331089	0	NaN
108331090	0	NaN
108331091	0	NaN
108331092	0	NaN
108331093	0	NaN
108331094	0	NaN
108331095	0	NaN
108331096	0	NaN
108331097	0	NaN
108331098	0	NaN
108331099	0	NaN
108331100	0	NaN
108331101	0	NaN
108331102	0	NaN
108331103	0	NaN
108331104	0	NaN
108331105	0	NaN
108331106	0	NaN
108331107	0	NaN
108331108	0	NaN
108331109	0	NaN
108331110	0	NaN
108331111	0	NaN
108331112	0	NaN
108331113	0	NaN
108331114	0	NaN
108331115	0	NaN
108331116	0	NaN
108331117	0	NaN
108331118	0	NaN
108331119	0	NaN
108331120	0	NaN
108331121	0	NaN
108331122	0	NaN
108331123	0	NaN
108331124	0	NaN
108331125	0	NaN
108331126	0	NaN
108331127	0	NaN
108331128	0	NaN
108331129	0	NaN
108331130	0	NaN
108331131	0	NaN
108331132	0	NaN
108331133	0	NaN
108331134	0	NaN
108331135	0	NaN
108331136	0	NaN
108331137	0	NaN
108331138	0	NaN
108331139	0	NaN
108331140	0	NaN
108331141	0	NaN
108331142	0	NaN
108331143	0	NaN
108331144	0	NaN
108331145	0	NaN
108331146	0	NaN
108331147	0	NaN
108331148	0	NaN
108331149	0	NaN
108331150	0	NaN
108331151	0	NaN
108331152	0	NaN
108331153	0	NaN
108331154	0	NaN
108331155	0	NaN
108331156	0	NaN
108331157	0	NaN
108331158	0	NaN
108331159	0	NaN
108331160	0	NaN
108331161	0	NaN
108331162	0	NaN
108331163	0	NaN
108331164	0	NaN
108331165	0	NaN
108331166	0	NaN
108331167	0	NaN
108331168	0	NaN
108331169	0	NaN
108331170	0	NaN
108331171	0	NaN
108331172	0	NaN
108331173	0	NaN
108331174	0	NaN
108331175	0	NaN
108331176	0	NaN
108331177	0	NaN
108331178	0	NaN
108331179	0	NaN
108331180	0	NaN
108331181	0	NaN
108331182	0	NaN
108331183	0	NaN
108331184	0	NaN
108331185	0	NaN
108331186	0	NaN
108331187	0	NaN
108331188	0	NaN
108331189	0	NaN
108331190	0	NaN
108331191	0	NaN
108331192	0	NaN
108331193	0	NaN
108331194	0	NaN
108331195	0	NaN
108331196	0	NaN
108331197	0	NaN
108331198	0	NaN
108331199	0	NaN
108331200	0	NaN
108331201	0	NaN
108331202	0	NaN
108331203	0	NaN
108331204	0	NaN
108331205	0	NaN
108331206	0	NaN
108331207	0	NaN
108331208	0	NaN
108331209	0	NaN
108331210	0	NaN
108331211	0	NaN
108331212	0	NaN
108331213	0	NaN
108331214	0	NaN
108331215	0	NaN
108331216	0	NaN
108331217	0	NaN
108331218	0	NaN
108331219	0	NaN
108331220	0	NaN
108331221	0	NaN
108331222	0	NaN
108331223	0	NaN
108331224	0	NaN
108331225	0	NaN
108331226	0	NaN
108331227	0	NaN
108331228	0	NaN
108331229	0	NaN
108331230	0	NaN
108331231	0	NaN
108331232	0	NaN
108331233	0	NaN
108331234	0	NaN
108331235	0	NaN
108331236	0	NaN
108331237	0	NaN
108331238	0	NaN
108331239	0	NaN
108331240	0	NaN
108331241	0	NaN
108331242	0	NaN
108331243	0	NaN
108331244	0	NaN
108331245	0	NaN
108331246	0	NaN
108331247	0	NaN
108331248	0	NaN
108331249	0	NaN
108331250	0	NaN
108331251	0	NaN
108331252	0	NaN
108331253	0	NaN
108331254	0	NaN
108331255	0	NaN
108331256	0	NaN
108331257	0	NaN
108331258	0	NaN
108331259	0	NaN
108331260	0	NaN
108331261	0	NaN
108331262	0	NaN
108331263	0	NaN
108331264	0	NaN
108331265	0	NaN
108331266	0	NaN
108331267	0	NaN
108331268	0	NaN
108331269	0	NaN
108331270	0	NaN
108331271	0	NaN
108331272	0	NaN
108331273	0	NaN
108331274	0	NaN
108331275	0	NaN
108331276	0	NaN
108331277	0	NaN
108331278	0	NaN
108331279	0	NaN
108331280	0	NaN
108331281	0	NaN
108331282	0	NaN
108331283	0	NaN
108331284	0	NaN
108331285	0	NaN
108331286	0	NaN
108331287	0	NaN
108331288	0	NaN
108331289	0	NaN
108331290	0	NaN
108331291	0	NaN
108331292	0	NaN
108331293	0	NaN
108331294	0	NaN
108331295	0	NaN
108331296	0	NaN
108331297	0	NaN
108331298	0	NaN
108331299	0	NaN
108331300	0	NaN
108331301	0	NaN
108331302	0	NaN
108331303	0	NaN
108331304	0	NaN
108331305	0	NaN
108331306	0	NaN
108331307	0	NaN
108331308	0	NaN
108331309	0	NaN
108331310	0	NaN
108331311	0	NaN
108331312	0	NaN
108331313	0	NaN
108331314	0	NaN
108331315	0	NaN
108331316	0	NaN
108331317	0	NaN
108331318	0	NaN
108331319	0	NaN
108331320	0	NaN
108331321	0	NaN
108331322	0	NaN
108331323	0	NaN
108331324	0	NaN
108331325	0	NaN
108331326	0	NaN
108331327	0	NaN
108331328	0	NaN
108331329	0	NaN
108331330	0	NaN
108331331	0	NaN
108331332	0	NaN
108331333	0	NaN
108331334	0	NaN
108331335	0	NaN
108331336	0	NaN
108331337	0	NaN
108331338	0	NaN
108331339	0	NaN
108331340	0	NaN
108331341	0	NaN
108331342	0	NaN
108331343	0	NaN
108331344	0	NaN
108331345	0	NaN
108331346	0	NaN
108331347	0	NaN
108331348	0	NaN
108331349	0	NaN
108331350	0	NaN
108331351	0	NaN
108331352	0	NaN
108331353	0	NaN
108331354	0	NaN
108331355	0	NaN
108331356	0	NaN
108331357	0	NaN
108331358	0	NaN
108331359	0	NaN
108331360	0	NaN
108331361	0	NaN
108331362	0	NaN
108331363	0	NaN
108331364	0	NaN
108331365	0	NaN
108331366	0	NaN
108331367	0	NaN
108331368	0	NaN
108331369	0	NaN
108331370	0	NaN
108331371	0	NaN
108331372	0	NaN
108331373	0	NaN
108331374	0	NaN
108331375	0	NaN
108331376	0	NaN
108331377	0	NaN
108331378	0	NaN
108331379	0	NaN
108331380	0	NaN
108331381	0	NaN
108331382	0	NaN
108331383	0	NaN
108331384	0	NaN
108331385	0	NaN
108331386	0	NaN
108331387	0	NaN
108331388	0	NaN
108331389	0	NaN
108331390	0	NaN
108331391	0	NaN
108331392	0	NaN
108331393	0	NaN
108331394	0	NaN
108331395	0	NaN
108331396	0	NaN
108331397	0	NaN
108331398	0	NaN
108331399	0	NaN
108331400	0	NaN
108331401	0	NaN
108331402	0	NaN
108331403	0	NaN
108331404	0	NaN
108331405	0	NaN
108331406	0	NaN
108331407	0	NaN
108331408	0	NaN
108331409	0	NaN
108331410	0	NaN
108331411	0	NaN
108331412	0	NaN
108331413	0	NaN
108331414	0	NaN
108331415	0	NaN
108331416	0	NaN
108331417	0	NaN
108331418	0	NaN
108331419	0	NaN
108331420	0	NaN
108331421	0	NaN
108331422	0	NaN
108331423	0	NaN
108331424	0	NaN
108331425	0	NaN
108331426	0	NaN
108331427	0	NaN
108331428	0	NaN
108331429	0	NaN
108331430	0	NaN
108331431	0	NaN
108331432	0	NaN
108331433	0	NaN
108331434	0	NaN
108331435	0	NaN
108331436	0	NaN
108331437	0	NaN
108331438	0	NaN
108331439	0	NaN
108331440	0	NaN
108331441	0	NaN
108331442	0	NaN
108331443	0	NaN
108331444	0	NaN
108331445	0	NaN
108331446	0	NaN
108331447	0	NaN
108331448	0	NaN
108331449	0	NaN
108331450	0	NaN
108331451	0	NaN
108331452	0	NaN
108331453	0	NaN
108331454	0	NaN
108331455	0	NaN
108331456	0	NaN
108331457	0	NaN
108331458	0	NaN
108331459	0	NaN
108331460	0	NaN
108331461	0	NaN
108331462	0	NaN
108331463	0	NaN
108331464	0	NaN
108331465	0	NaN
108331466	0	NaN
108331467	0	NaN
108331468	0	NaN
108331469	0	NaN
108331470	0	NaN
108331471	0	NaN
108331472	0	NaN
108331473	0	NaN
108331474	0	NaN
108331475	0	NaN
108331476	0	NaN
108331477	0	NaN
108331478	0	NaN
108331479	0	NaN
108331480	0	NaN
108331481	0	NaN
108331482	0	NaN
108331483	0	NaN
108331484	0	NaN
108331485	0	NaN
108331486	0	NaN
108331487	0	NaN
108331488	0	NaN
108331489	0	NaN
108331490	0	NaN
108331491	0	NaN
108331492	0	NaN
108331493	0	NaN
108331494	0	NaN
108331495	0	NaN
108331496	0	NaN
108331497	0	NaN
108331498	0	NaN
108331499	0	NaN
108331500	0	NaN
108331501	0	NaN
108331502	0	NaN
108331503	0	NaN
108331504	0	NaN
108331505	0	NaN
108331506	0	NaN
108331507	0	NaN
108331508	0	NaN
108331509	0	NaN
108331510	0	NaN
108331511	0	NaN
108331512	0	NaN
108331513	0	NaN
108331514	0	NaN
108331515	0	NaN
108331516	0	NaN
108331517	0	NaN
108331518	0	NaN
108331519	0	NaN
108331520	0	NaN
108331521	0	NaN
108331522	0	NaN
108331523	0	NaN
108331524	0	NaN
108331525	0	NaN
108331526	0	NaN
108331527	0	NaN
108331528	0	NaN
108331529	0	NaN
108331530	0	NaN
108331531	0	NaN
108331532	0	NaN
108331533	0	NaN
108331534	0	NaN
108331535	0	NaN
108331536	0	NaN
108331537	0	NaN
108331538	0	NaN
108331539	0	NaN
108331540	0	NaN
108331541	0	NaN
108331542	0	NaN
108331543	0	NaN
108331544	0	NaN
108331545	0	NaN
108331546	0	NaN
108331547	0	NaN
108331548	0	NaN
108331549	0	NaN
108331550	0	NaN
108331551	0	NaN
108331552	0	NaN
108331553	0	NaN
108331554	0	NaN
108331555	0	NaN
108331556	0	NaN
108331557	0	NaN
108331558	0	NaN
108331559	0	NaN
108331560	0	NaN
108331561	0	NaN
108331562	0	NaN
108331563	0	NaN
108331564	0	NaN
108331565	0	NaN
108331566	0	NaN
108331567	0	NaN
108331568	0	NaN
108331569	0	NaN
108331570	0	NaN
108331571	0	NaN
108331572	0	NaN
108331573	0	NaN
108331574	0	NaN
108331575	0	NaN
108331576	0	NaN
108331577	0	NaN
108331578	0	NaN
108331579	0	NaN
108331580	0	NaN
108331581	0	NaN
108331582	0	NaN
108331583	0	NaN
108331584	0	NaN
108331585	0	NaN
108331586	0	NaN
108331587	0	NaN
108331588	0	NaN
108331589	0	NaN
108331590	0	NaN
108331591	0	NaN
108331592	0	NaN
108331593	0	NaN
108331594	0	NaN
108331595	0	NaN
108331596	0	NaN
108331597	0	NaN
108331598	0	NaN
108331599	0	NaN
108331600	0	NaN
108331601	0	NaN
108331602	0	NaN
108331603	0	NaN
108331604	0	NaN
108331605	0	NaN
108331606	0	NaN
108331607	0	NaN
108331608	0	NaN
108331609	0	NaN
108331610	0	NaN
108331611	0	NaN
108331612	0	NaN
108331613	0	NaN
108331614	0	NaN
108331615	0	NaN
108331616	0	NaN
108331617	0	NaN
108331618	0	NaN
108331619	0	NaN
108331620	0	NaN
108331621	0	NaN
108331622	0	NaN
108331623	0	NaN
108331624	0	NaN
108331625	0	NaN
108331626	0	NaN
108331627	0	NaN
108331628	0	NaN
108331629	0	NaN
108331630	0	NaN
108331631	0	NaN
108331632	0	NaN
108331633	0	NaN
108331634	0	NaN
108331635	0	NaN
108331636	0	NaN
108331637	0	NaN
108331638	0	NaN
108331639	0	NaN
108331640	0	NaN
108331641	0	NaN
108331642	0	NaN
108331643	0	NaN
108331644	0	NaN
108331645	0	NaN
108331646	0	NaN
108331647	0	NaN
108331648	0	NaN
108331649	0	NaN
108331650	0	NaN
108331651	0	NaN
108331652	0	NaN
108331653	0	NaN
108331654	0	NaN
108331655	0	NaN
108331656	0	NaN
108331657	0	NaN
108331658	0	NaN
108331659	0	NaN
108331660	0	NaN
108331661	0	NaN
108331662	0	NaN
108331663	0	NaN
108331664	0	NaN
108331665	0	NaN
108331666	0	NaN
108331667	0	NaN
108331668	0	NaN
108331669	0	NaN
108331670	0	NaN
108331671	0	NaN
108331672	0	NaN
108331673	0	NaN
108331674	0	NaN
108331675	0	NaN
108331676	0	NaN
108331677	0	NaN
108331678	0	NaN
108331679	0	NaN
108331680	0	NaN
108331681	0	NaN
108331682	0	NaN
108331683	0	NaN
108331684	0	NaN
108331685	0	NaN
108331686	0	NaN
108331687	0	NaN
108331688	0	NaN
108331689	0	NaN
108331690	0	NaN
108331691	0	NaN
108331692	0	NaN
108331693	0	NaN
108331694	0	NaN
108331695	0	NaN
108331696	0	NaN
108331697	0	NaN
108331698	0	NaN
108331699	0	NaN
108331700	0	NaN
108331701	0	NaN
108331702	0	NaN
108331703	0	NaN
108331704	0	NaN
108331705	0	NaN
108331706	0	NaN
108331707	0	NaN
108331708	0	NaN
108331709	0	NaN
108331710	0	NaN
108331711	0	NaN
108331712	0	NaN
108331713	0	NaN
108331714	0	NaN
108331715	0	NaN
108331716	0	NaN
108331717	0	NaN
108331718	0	NaN
108331719	0	NaN
108331720	0	NaN
108331721	0	NaN
108331722	0	NaN
108331723	0	NaN
108331724	0	NaN
108331725	0	NaN
108331726	0	NaN
108331727	0	NaN
108331728	0	NaN
108331729	0	NaN
108331730	0	NaN
108331731	0	NaN
108331732	0	NaN
108331733	0	NaN
108331734	0	NaN
108331735	0	NaN
108331736	0	NaN
108331737	0	NaN
108331738	0	NaN
108331739	0	NaN
108331740	0	NaN
108331741	0	NaN
108331742	0	NaN
108331743	0	NaN
108331744	0	NaN
108331745	0	NaN
108331746	0	NaN
108331747	0	NaN
108331748	0	NaN
108331749	0	NaN
108331750	0	NaN
108331751	0	NaN
108331752	0	NaN
108331753	0	NaN
108331754	0	NaN
108331755	0	NaN
108331756	0	NaN
108331757	0	NaN
108331758	0	NaN
108331759	0	NaN
108331760	0	NaN
108331761	0	NaN
108331762	0	NaN
108331763	0	NaN
108331764	0	NaN
108331765	0	NaN
108331766	0	NaN
108331767	0	NaN
108331768	0	NaN
108331769	0	NaN
108331770	0	NaN
108331771	0	NaN
108331772	0	NaN
108331773	0	NaN
108331774	0	NaN
108331775	0	NaN
108331776	0	NaN
108331777	0	NaN
108331778	0	NaN
108331779	0	NaN
108331780	0	NaN
108331781	0	NaN
108331782	0	NaN
108331783	0	NaN
108331784	0	NaN
108331785	0	NaN
108331786	0	NaN
108331787	0	NaN
108331788	0	NaN
108331789	0	NaN
108331790	0	NaN
108331791	0	NaN
108331792	0	NaN
108331793	0	NaN
108331794	0	NaN
108331795	0	NaN
108331796	0	NaN
108331797	0	NaN
108331798	0	NaN
108331799	0	NaN
108331800	0	NaN
108331801	0	NaN
108331802	0	NaN
108331803	0	NaN
108331804	0	NaN
108331805	0	NaN
108331806	0	NaN
108331807	0	NaN
108331808	0	NaN
108331809	0	NaN
108331810	0	NaN
108331811	0	NaN
108331812	0	NaN
108331813	0	NaN
108331814	0	NaN
108331815	0	NaN
108331816	0	NaN
108331817	0	NaN
108331818	0	NaN
108331819	0	NaN
108331820	0	NaN
108331821	0	NaN
108331822	0	NaN
108331823	0	NaN
108331824	0	NaN
108331825	0	NaN
108331826	0	NaN
108331827	0	NaN
108331828	0	NaN
108331829	0	NaN
108331830	0	NaN
108331831	0	NaN
108331832	0	NaN
108331833	0	NaN
108331834	0	NaN
108331835	0	NaN
108331836	0	NaN
108331837	0	NaN
108331838	0	NaN
108331839	0	NaN
108331840	0	NaN
108331841	0	NaN
108331842	0	NaN
108331843	0	NaN
108331844	0	NaN
108331845	0	NaN
108331846	0	NaN
108331847	0	NaN
108331848	0	NaN
108331849	0	NaN
108331850	0	NaN
108331851	0	NaN
108331852	0	NaN
108331853	0	NaN
108331854	0	NaN
108331855	0	NaN
108331856	0	NaN
108331857	0	NaN
108331858	0	NaN
108331859	0	NaN
108331860	0	NaN
108331861	0	NaN
108331862	0	NaN
108331863	0	NaN
108331864	0	NaN
108331865	0	NaN
108331866	0	NaN
108331867	0	NaN
108331868	0	NaN
108331869	0	NaN
108331870	0	NaN
108331871	0	NaN
108331872	0	NaN
108331873	0	NaN
108331874	0	NaN
108331875	0	NaN
108331876	0	NaN
108331877	0	NaN
108331878	0	NaN
108331879	0	NaN
108331880	0	NaN
108331881	0	NaN
108331882	0	NaN
108331883	0	NaN
108331884	0	NaN
108331885	0	NaN
108331886	0	NaN
108331887	0	NaN
108331888	0	NaN
108331889	0	NaN
108331890	0	NaN
108331891	0	NaN
108331892	0	NaN
108331893	0	NaN
108331894	0	NaN
108331895	0	NaN
108331896	0	NaN
108331897	0	NaN
108331898	0	NaN
108331899	0	NaN
108331900	0	NaN
108331901	0	NaN
108331902	0	NaN
108331903	0	NaN
108331904	0	NaN
108331905	0	NaN
108331906	0	NaN
108331907	0	NaN
108331908	0	NaN
108331909	0	NaN
108331910	132	7.0
108331911	132	7.0
108331912	132	7.0
108331913	132	7.0
108331914	210	7.0
108331915	210	7.0
108331916	210	7.0
108331917	210	7.0
108331918	210	7.0
108331919	210	7.0
108331920	210	7.0
108331921	210	7.0
108331922	210	7.0
108331923	210	7.0
108331924	210	7.0
108331925	210	7.0
108331926	210	7.0
108331927	210	7.0
108331928	210	7.0
108331929	210	7.0
108331930	210	7.0
108331931	240	7.0
108331932	240	7.0
108331933	240	7.0
108331934	240	7.0
108331935	240	7.0
108331936	240	7.0
108331937	240	7.0
108331938	240	7.0
108331939	272	7.0
108331940	272	7.0
108331941	240	7.0
108331942	240	7.0
108331943	240	7.0
108331944	240	7.0
108331945	240	7.0
108331946	240	7.0
108331947	240	7.0
108331948	210	7.0
108331949	210	7.0
108331950	210	7.0
108331951	210	7.0
108331952	210	7.0
108331953	210	7.0
108331954	210	7.0
108331955	210	7.0
108331956	210	7.0
108331957	210	7.0
108331958	210	7.0
108331959	210	7.0
108331960	0	7.0
108331961	0	NaN
108331962	0	NaN
108331963	0	NaN
108331964	0	NaN
108331965	0	NaN
108331966	0	NaN
108331967	0	NaN
108331968	0	NaN
108331969	0	NaN
108331970	0	NaN
108331971	0	NaN
108331972	0	NaN
108331973	0	NaN
108331974	0	NaN
108331975	0	NaN
108331976	0	NaN
108331977	0	NaN
108331978	0	NaN
108331979	0	NaN
108331980	0	NaN
108331981	0	NaN
108331982	0	NaN
108331983	0	NaN
108331984	0	NaN
108331985	0	NaN
108331986	0	NaN
108331987	0	NaN
108331988	0	NaN
108331989	0	NaN
108331990	0	NaN
108331991	0	NaN
108331992	0	NaN
108331993	0	NaN
108331994	0	NaN
108331995	0	NaN
108331996	0	NaN
108331997	0	NaN
108331998	0	NaN
108331999	0	NaN
108332000	0	NaN
108332001	0	NaN
108332002	0	NaN
108332003	0	NaN
108332004	0	NaN
108332005	0	NaN
108332006	0	NaN
108332007	0	NaN
108332008	0	NaN
108332009	0	NaN
108332010	0	NaN
108332011	0	NaN
108332012	0	NaN
108332013	0	NaN
108332014	0	NaN
108332015	0	NaN
108332016	0	NaN
108332017	0	NaN
108332018	0	NaN
108332019	0	NaN
108332020	0	NaN
108332021	0	NaN
108332022	0	NaN
108332023	0	NaN
108332024	0	NaN
108332025	0	NaN
108332026	0	NaN
108332027	0	NaN
108332028	0	NaN
108332029	0	NaN
108332030	0	NaN
108332031	0	NaN
108332032	0	NaN
108332033	0	NaN
108332034	0	NaN
108332035	0	NaN
108332036	0	NaN
108332037	0	NaN
108332038	0	NaN
108332039	0	NaN
108332040	0	NaN
108332041	0	NaN
108332042	0	NaN
108332043	0	NaN
108332044	0	NaN
108332045	0	NaN
108332046	0	NaN
108332047	0	NaN
108332048	0	NaN
108332049	0	NaN
108332050	0	NaN
108332051	0	NaN
108332052	0	NaN
108332053	0	NaN
108332054	0	NaN
108332055	0	NaN
108332056	0	NaN
108332057	0	NaN
108332058	0	NaN
108332059	0	NaN
108332060	0	NaN
108332061	0	NaN
108332062	0	NaN
108332063	0	NaN
108332064	0	NaN
108332065	0	NaN
108332066	0	NaN
108332067	0	NaN
108332068	0	NaN
108332069	0	NaN
108332070	0	NaN
108332071	0	NaN
108332072	0	NaN
108332073	0	NaN
108332074	0	NaN
108332075	0	NaN
108332076	0	NaN
108332077	0	NaN
108332078	0	NaN
108332079	0	NaN
108332080	0	NaN
108332081	0	NaN
108332082	0	NaN
108332083	0	NaN
108332084	0	NaN
108332085	0	NaN
108332086	0	NaN
108332087	0	NaN
108332088	0	NaN
108332089	0	NaN
108332090	0	NaN
108332091	0	NaN
108332092	0	NaN
108332093	0	NaN
108332094	0	NaN
108332095	0	NaN
108332096	0	NaN
108332097	0	NaN
108332098	0	NaN
108332099	0	NaN
108332100	0	NaN
108332101	0	NaN
108332102	0	NaN
108332103	0	NaN
108332104	0	NaN
108332105	0	NaN
108332106	0	NaN
108332107	0	NaN
108332108	0	NaN
108332109	0	NaN
108332110	0	NaN
108332111	0	NaN
108332112	0	NaN
108332113	0	NaN
108332114	0	NaN
108332115	0	NaN
108332116	0	NaN
108332117	0	NaN
108332118	0	NaN
108332119	0	NaN
108332120	0	NaN
108332121	0	NaN
108332122	0	NaN
108332123	0	NaN
108332124	0	NaN
108332125	0	NaN
108332126	0	NaN
108332127	0	NaN
108332128	0	NaN
108332129	0	NaN
108332130	0	NaN
108332131	0	NaN
108332132	0	NaN
108332133	0	NaN
108332134	0	NaN
108332135	0	NaN
108332136	0	NaN
108332137	0	NaN
108332138	0	NaN
108332139	0	NaN
108332140	0	NaN
108332141	0	NaN
108332142	0	NaN
108332143	0	NaN
108332144	0	NaN
108332145	0	NaN
108332146	0	NaN
108332147	0	NaN
108332148	0	NaN
108332149	0	NaN
108332150	0	NaN
108332151	0	NaN
108332152	0	NaN
108332153	0	NaN
108332154	0	NaN
108332155	0	NaN
108332156	0	NaN
108332157	0	NaN
108332158	0	NaN
108332159	0	NaN
108332160	0	NaN
108332161	0	NaN
108332162	0	NaN
108332163	0	NaN
108332164	0	NaN
108332165	0	NaN
108332166	0	NaN
108332167	0	NaN
108332168	0	NaN
108332169	0	NaN
108332170	0	NaN
108332171	0	NaN
108332172	0	NaN
108332173	0	NaN
108332174	0	NaN
108332175	0	NaN
108332176	0	NaN
108332177	0	NaN
108332178	0	NaN
108332179	0	NaN
108332180	0	NaN
108332181	0	NaN
108332182	0	NaN
108332183	0	NaN
108332184	0	NaN
108332185	0	NaN
108332186	0	NaN
108332187	0	NaN
108332188	0	NaN
108332189	0	NaN
108332190	0	NaN
108332191	0	NaN
108332192	0	NaN
108332193	0	NaN
108332194	0	NaN
108332195	0	NaN
108332196	0	NaN
108332197	0	NaN
108332198	0	NaN
108332199	0	NaN
108332200	0	NaN
108332201	0	NaN
108332202	0	NaN
108332203	0	NaN
108332204	0	NaN
108332205	0	NaN
108332206	0	NaN
108332207	0	NaN
108332208	0	NaN
108332209	0	NaN
108332210	0	NaN
108332211	0	NaN
108332212	0	NaN
108332213	0	NaN
108332214	0	NaN
108332215	0	NaN
108332216	0	NaN
108332217	0	NaN
108332218	0	NaN
108332219	0	NaN
108332220	0	NaN
108332221	0	NaN
108332222	0	NaN
108332223	0	NaN
108332224	0	NaN
108332225	0	NaN
108332226	0	NaN
108332227	0	NaN
108332228	0	NaN
108332229	0	NaN
108332230	0	NaN
108332231	0	NaN
108332232	0	NaN
108332233	0	NaN
108332234	0	NaN
108332235	0	NaN
108332236	0	NaN
108332237	0	NaN
108332238	0	NaN
108332239	0	NaN
108332240	0	NaN
108332241	0	NaN
108332242	0	NaN
108332243	0	NaN
108332244	0	NaN
108332245	0	NaN
108332246	0	NaN
108332247	0	NaN
108332248	0	NaN
108332249	0	NaN
108332250	0	NaN
108332251	0	NaN
108332252	0	NaN
108332253	0	NaN
108332254	0	NaN
108332255	0	NaN
108332256	0	NaN
108332257	0	NaN
108332258	0	NaN
108332259	0	NaN
108332260	0	NaN
108332261	0	NaN
108332262	0	NaN
108332263	0	NaN
108332264	0	NaN
108332265	0	NaN
108332266	0	NaN
108332267	0	NaN
108332268	0	NaN
108332269	0	NaN
108332270	0	NaN
108332271	0	NaN
108332272	0	NaN
108332273	0	NaN
108332274	0	NaN
108332275	0	NaN
108332276	0	NaN
108332277	0	NaN
108332278	0	NaN
108332279	0	NaN
108332280	0	NaN
108332281	0	NaN
108332282	0	NaN
108332283	0	NaN
108332284	0	NaN
108332285	0	NaN
108332286	0	NaN
108332287	0	NaN
108332288	0	NaN
108332289	0	NaN
108332290	0	NaN
108332291	0	NaN
108332292	0	NaN
108332293	0	NaN
108332294	0	NaN
108332295	0	NaN
108332296	0	NaN
108332297	0	NaN
108332298	0	NaN
108332299	0	NaN
108332300	0	NaN
108332301	0	NaN
108332302	0	NaN
108332303	0	NaN
108332304	0	NaN
108332305	0	NaN
108332306	0	NaN
108332307	0	NaN
108332308	0	NaN
108332309	0	NaN
108332310	0	NaN
108332311	0	NaN
108332312	0	NaN
108332313	0	NaN
108332314	0	NaN
108332315	0	NaN
108332316	0	NaN
108332317	0	NaN
108332318	0	NaN
108332319	0	NaN
108332320	0	NaN
108332321	0	NaN
108332322	0	NaN
108332323	0	NaN
108332324	0	NaN
108332325	0	NaN
108332326	0	NaN
108332327	0	NaN
108332328	0	NaN
108332329	0	NaN
108332330	0	NaN
108332331	0	NaN
108332332	0	NaN
108332333	0	NaN
108332334	0	NaN
108332335	0	NaN
108332336	0	NaN
108332337	0	NaN
108332338	0	NaN
108332339	0	NaN
108332340	0	NaN
108332341	0	NaN
108332342	0	NaN
108332343	0	NaN
108332344	0	NaN
108332345	0	NaN
108332346	0	NaN
108332347	0	NaN
108332348	0	NaN
108332349	0	NaN
108332350	0	NaN
108332351	0	NaN
108332352	0	NaN
108332353	0	NaN
108332354	0	NaN
108332355	0	NaN
108332356	0	NaN
108332357	0	NaN
108332358	0	NaN
108332359	0	NaN
108332360	0	NaN
108332361	0	NaN
108332362	0	NaN
108332363	0	NaN
108332364	0	NaN
108332365	0	NaN
108332366	0	NaN
108332367	0	NaN
108332368	0	NaN
108332369	0	NaN
108332370	0	NaN
108332371	0	NaN
108332372	0	NaN
108332373	0	NaN
108332374	0	NaN
108332375	0	NaN
108332376	0	NaN
108332377	0	NaN
108332378	0	NaN
108332379	0	NaN
108332380	0	NaN
108332381	0	NaN
108332382	0	NaN
108332383	0	NaN
108332384	0	NaN
108332385	0	NaN
108332386	0	NaN
108332387	0	NaN
108332388	0	NaN
108332389	0	NaN
108332390	0	NaN
108332391	0	NaN
108332392	0	NaN
108332393	0	NaN
108332394	0	NaN
108332395	0	NaN
108332396	0	NaN
108332397	0	NaN
108332398	0	NaN
108332399	0	NaN
108332400	0	NaN
108332401	0	NaN
108332402	0	NaN
108332403	0	NaN
108332404	0	NaN
108332405	0	NaN
108332406	0	NaN
108332407	0	NaN
108332408	0	NaN
108332409	0	NaN
108332410	0	NaN
108332411	0	NaN
108332412	0	NaN
